fold,epoch,train_loss,train_acc,val_acc,f1_score
0,1,0.2411730570300674,0.4988916374235364,0.0730266144006602,0.13611333292315267
0,2,0.23863540580963083,0.500329824157702,0.0730266144006602,0.13611333292315267
0,3,0.23844581068516685,0.5004928186542408,0.0730266144006602,0.13611333292315267
0,1,1.8447702458287087,0.49915434620031063,0.07938106044976274,0.1367772687879163
0,2,1.7042598378119194,0.502788164681969,0.07533732205487931,0.13634051212480924
0,3,1.6584463937374583,0.5082551918541104,0.07981844439859707,0.1368868384589781
0,4,1.6549443673168054,0.509294521467334,0.0730266144006602,0.13611333292315267
0,5,1.6518555687359961,0.5096531093597193,0.0733154528574376,0.13614998192154723
0,6,1.6268658514453522,0.5141996970219946,0.0908520734474933,0.1381295864561656
0,7,1.6080296767147844,0.5178200924274674,0.07592325149577057,0.13648176567211373
0,8,1.5752623356170594,0.5274156743178201,0.07530431194553332,0.13640287326201558
0,9,1.5625400937882905,0.5310168939001707,0.11899319166494739,0.14155677066580896
0,10,1.547775297975726,0.5341866574622716,0.09761914586342067,0.13854662338890117
0,11,1.5391130462328173,0.5389633550020134,0.10369300598308231,0.13977728143959195
0,12,1.5599262654203472,0.5363458551458321,0.0748421704146895,0.13634402637823181
0,13,1.550520072118588,0.5345874321655257,0.10869403754899938,0.14016399968155402
0,14,1.5280377520758615,0.53771692649907,0.08083350526098618,0.13708415327641507
0,15,1.5140731674915897,0.5415290801357648,0.09441716525685992,0.13870618338225832
0,16,1.491938359216619,0.548601123703235,0.16736950691149163,0.14748031229932063
0,17,1.4852909040312434,0.5490824368636024,0.15192902826490612,0.14555462247757148
0,18,1.4755976927981185,0.5529502003873517,0.08871466886734063,0.13787719092789946
0,19,1.495378087943863,0.5533950794837869,0.07367856406024345,0.1361960829581746
0,20,1.4979880957124116,0.5526913267752018,0.10677119867959563,0.1401094754236413
0,21,1.4826488999393064,0.5538495464917832,0.09194965958324737,0.13855681079769203
0,22,1.477969694718734,0.5545264530479971,0.11195378584691562,0.1411274552840986
0,23,1.483287687105087,0.5561046232909548,0.10162162162162162,0.1397311585785069
0,24,1.4841539800640717,0.5542445684481007,0.09679389312977099,0.1391558778649971
0,25,1.487316202123838,0.5507181345759267,0.1032143593975655,0.13994459833795014
0,26,1.4605926399303155,0.5579800187923066,0.11823395914998969,0.14179691892499716
0,27,1.4587733752789172,0.561788337264377,0.08315246544254178,0.13741003284237985
0,28,1.4495123165999115,0.5637845404513989,0.09308025582834743,0.13863807373965387
0,29,1.4492070231619383,0.5627317877619897,0.1974334639983495,0.15225293548471455
0,30,1.457237822722056,0.5610193867571766,0.10553331957912111,0.14032471704248922
0,31,1.4525921119232663,0.5619340735201058,0.08922632556220342,0.1381728449050032
0,32,1.4398292344148784,0.565140271146139,0.10959356302867754,0.14079235516623534
0,33,1.4408958294702219,0.5644691173368617,0.10030121724778214,0.1396226117288676
0,34,1.43480381116773,0.5666474908435445,0.14697751186300806,0.14573674162596384
0,35,1.4072277860739644,0.5742085179006309,0.10792655250670517,0.14063456478014424
0,36,1.4039347640543238,0.5772977430056185,0.15219310913967402,0.14647358407484026
0,37,1.411896468195446,0.5750388310418225,0.1342108520734475,0.14391095733916506
0,38,1.4024240073506258,0.5763082705325127,0.13093459872085828,0.14340445261471135
0,39,1.391173423631755,0.582496308654049,0.1390385805652981,0.1446853863496618
0,40,1.394308610212666,0.5824579570078046,0.15966164637920363,0.14771167431115872
0,41,1.3973724678878354,0.5803850505282939,0.11986795956261605,0.14216080563688427
0,42,1.3972475192967737,0.5809718307158335,0.14171239942232308,0.14526746603768934
0,43,1.4021835694342235,0.5793322978388847,0.14811636063544462,0.14590314493509074
0,44,1.3925514787219746,0.5808356823716658,0.11910047452032185,0.1421648598040713
0,1,1.8655893123646548,0.5018332086904831,0.07085619971116154,0.13233560160602953
0,2,1.9537413243743593,0.49900860994458185,0.07085619971116154,0.13233560160602953
0,3,1.9485655681113492,0.5004870659073041,0.07085619971116154,0.13233560160602953
0,4,1.946429072685927,0.5001188901033576,0.07085619971116154,0.13233560160602953
0,1,1.9371115399016305,0.4997142802354791,0.0730266144006602,0.13611333292315267
0,2,1.9152920399405893,0.5004602197549329,0.0730266144006602,0.13611333292315267
0,3,1.915132405209733,0.5001860054842854,0.0730266144006602,0.13611333292315267
0,4,1.9156669849829198,0.4998964505551401,0.0730266144006602,0.13611333292315267
0,5,1.9133869133848072,0.501077681259468,0.0730266144006602,0.13611333292315267
0,6,1.9155374582160387,0.4999558956068189,0.0730266144006602,0.13611333292315267
0,1,1.926563141216577,0.49998657692381443,0.0730266144006602,0.13611333292315267
0,2,1.9155610532968876,0.4999520604421945,0.0730266144006602,0.13611333292315267
0,3,1.9173799774813796,0.498983681374523,0.0730266144006602,0.13611333292315267
0,4,1.9168529309932307,0.4992646071832633,0.0730266144006602,0.13611333292315267
0,5,1.9156445278879202,0.49990220330207674,0.0730266144006602,0.13611333292315267
0,6,1.9164252971579487,0.49947266486413927,0.0730266144006602,0.13611333292315267
